uid,lang,domain,source,cluster,state,chars,band,cld3,langid,reader1,reader2,confirmed,both_confirmed,historical_v3,panel_text_match,source_file,source_record,text_sha256
6544,hi,read_speech_iv,indicvoices,S4258690200394505,Madhya Pradesh,89,40-99,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1777,46b683dbfb5005fa289e5f9262862331e31509526e8ee3139d3a773a6fe1e9b1
7251,hi,formal_written_sentence,wikipedia_sentence,w774759,,56,40-99,hi,mr,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:371:sentence:1,1d656e87b32cd9855dd9a3421ed50d6800111cb2388f6989ee4b3614e3e3ccf0
2973,ne,read_speech_iv,indicvoices,S4257025400301875,West Bengal,98,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:6,fcac854e9c1b033a09d3e4e1cc11639007fcf54fb203811e95c968461683f422
6213,hi,read_speech_iv,indicvoices,S4259304100396011,Uttar Pradesh,210,200-399,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1446,f74055972f488d26fc35fdb8213d8cc732725fac35e7adfb0b330388071e0a52
3821,ne,extempore,indicvoices,S4259349100345083,Assam,134,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:854,f5a4f8a6741094be2cf6eb716aadfe38603be05888ac82839b0833fc67e6a1b7
2771,hi,read_speech_fleurs,fleurs,f1990hi,,202,200-399,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:461,98657d51449121179168ae8527bad3120a66b7b76e64ce7f6636049f1e16d0a0
857,hi,formal_written,wikipedia,w272627,,102,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,wikipedia_hi_extracts.json,doc:205,3509c4c1007d56796b263e1486b94454fadf6eec66f630f2ca62f878e71ff262
1276,hi,formal_written,wikipedia,w1614327,,454,400+,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:581,7f9810def77bb7b473bbf230ae21c968fb20215dbc697bee1a52b4354dddd092
4676,ne,conversation,indicvoices,S4257490800307569,West Bengal,146,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1709,e920d3a0caf1f29ceffc8ae3ffb9b69840c3493abab7594db15b2deb7b6a002f
2908,hi,read_speech_fleurs,fleurs,f1701hi,,90,40-99,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,fleurs_hi_transcripts.json,doc:597,590cc540042b973898908336ce05bf8cac8f6e4a043d7b4d5c972d30c1d33cd8
4435,ne,conversation,indicvoices,S4259366500382771,West Bengal,323,200-399,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:1468,deeaaaeba29310345ef72029a1cc173cddc0f4f900a13b23989d650d5c01ca3c
378,ne,formal_written,wikipedia,w91106,,155,100-199,ne,hi,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:386,9384cbb6a0e9234707705c709351d31a490174745b6f60cb247256122a8931bb
7468,hi,formal_written_sentence,wikipedia_sentence,w932119,,84,40-99,mr,mr,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:412:sentence:0,b4f258a594a29662ebdbad13a045c739eca39f0f13d2dc55f7c59a3b1b60e7e1
2465,hi,read_speech_fleurs,fleurs,f1632hi,,185,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:155,e5b7d2615040b8f0fcf5c03ad0c162bf99b01336042c4fce82b9c4309bc7c053
5491,hi,extempore,indicvoices,S4257612900389063,Madhya Pradesh,170,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:724,e54ba87980a29198b2b00c2bab55f17343db82d631f0f9582eded208279c8b04
6693,ne,formal_written_sentence,wikipedia_sentence,w10027,,47,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:35:sentence:26,102e6d4c130f0d4bdbbb79e21a57fadcce79d3d342b114e3b0f24e6c7bfa5e69
1275,hi,formal_written,wikipedia,w1613473,,420,400+,hi,hi,Both or code-switched,Both or code-switched,false,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:580,16dbd1ee9c5a1036845635d45be6328b79ae708f67deec44a994503a135a6428
5935,hi,conversation,indicvoices,S4257072500339109,Uttar Pradesh,114,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1168,b4d04fca93f498f98d7394a448984e3a1832d597eb320a99001569cf46d4d291
367,ne,formal_written,wikipedia,w86384,,42,40-99,ne,hi,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:373,140f8b4ebcdec156d99d190d9e38661a833e7093ea9968a0c1d4587bea0966aa
1049,hi,formal_written,wikipedia,w813246,,358,200-399,hi,hi,Both or code-switched,,false,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:382,a0e13e7f4a7a3eb2064499d3f523249ec96c59c352104ff0872350c6a9e89920
1179,hi,formal_written,wikipedia,w1285689,,154,100-199,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:499,f50a583ceeb721d04ce2ab3f75d1568da47f3c5b7413990b674750d0d3941979
6263,hi,conversation,indicvoices,S4258009400309334,Uttar Pradesh,123,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1496,8911cac5adec32d826d22a6bd697d5097a44bbb70b1198b41ab42119a2e40b83
4853,hi,conversation,indicvoices,S4257547800364585,Bihar,147,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:86,6ff7f7762791a95b0e0b175d69c1936830b0e3050583a93a21425cdb9b4bd398
4769,hi,extempore,indicvoices,S4259161200398412,Uttar Pradesh,143,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:2,b07944270e92c1837fab8d22d37b7b9496efa246773028445ad2023cc0daba8e
7482,hi,formal_written_sentence,wikipedia_sentence,w738488,,136,100-199,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:336:sentence:7,2bbb551163a407f7150fffed86fea08526a04b8470f763f2097530cdc0801325
7070,ne,formal_written_sentence,wikipedia_sentence,w149428,,89,40-99,ne,ne,Nepali,Nepali,true,true,new_Deva,false,wikipedia_ne_extracts.json,doc:644:sentence:0,3f13a3b70dedc1df3ac361645d52e9977a4ba9967358b1788d205f0ec703eba9
1835,ne,read_speech_fleurs,fleurs,f1972ne,,101,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:555,1c28dac06c52af86d876647e3ed375ca7aaa933f0560afd026a85fb86049bb05
6922,ne,formal_written_sentence,wikipedia_sentence,w80137,,145,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:347:sentence:16,286003714dd63c008fad84a5b1e63121a0e4cf77d4316803713e35b373cfd799
3815,ne,extempore,indicvoices,S4259540800384019,Assam,157,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:848,8a0164005d566138c57b442aabe391db8f1ee794cd6ea621b5305e204960538d
597,ne,formal_written,wikipedia,w143528,,1065,400+,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:606,b477785d5611728220cb5d0412a3cd46e33320bd098c876c47e7bf6691182438
304,ne,formal_written,wikipedia,w70569,,134,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:307,fda85586a16fa4fe4ec56bc001973d2d3f650142183c35f45daa2828ef436e95
7721,hi,formal_written_sentence,wikipedia_sentence,w1355834,,140,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:517:sentence:2,f62974366002844359730f0363c2ad38a0705b80196fdd538545e374c6cf9268
1630,ne,read_speech_fleurs,fleurs,f1698ne,,99,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:350,8fc6d6f422a47f9704aa35eacc772eee8d1bea128499dc722b53866a39716935
5016,hi,read_speech_iv,indicvoices,S4258847600389562,Madhya Pradesh,128,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:249,800d8495164a8d668ba5e8c93fa4277b8d1be5f91aa081ca72d5ad69a7d31f70
2325,hi,read_speech_fleurs,fleurs,f1526hi,,151,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:14,8a80081a043882a3f7f70798b886f4f364731f6d959440422c7a294737503903
1631,ne,read_speech_fleurs,fleurs,f2009ne,,163,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:352,883c119b913b6548ce6885c90f331f1ddf65c5e64354187de402eb9c78bf219e
6968,ne,formal_written_sentence,wikipedia_sentence,w80646,,71,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:352:sentence:1,d5d5dbc8e7f9293d440c71daa6ea6ce0195ccd518a4b0059f3016256b7fe7ec0
5174,hi,conversation,indicvoices,S4259383700395926,Uttar Pradesh,122,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:407,cc4383533bd28043655e4bf5d68320d79d526f746fd6582bdddb7513a7eb5d6c
1979,ne,read_speech_fleurs,fleurs,f1875ne,,72,40-99,ne,ne,,,false,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:700,ee4b961deab76e12a8a8d7659feda04db7bf4c2ca234598d77e3b9a8c48fe821
300,ne,formal_written,wikipedia,w68515,,1587,400+,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:303,3cb283ffb8f7b09b33432d90bd9219677cd27c30280efaad716762bc441a457d
6413,hi,read_speech_iv,indicvoices,S4257400800309092,Madhya Pradesh,83,40-99,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1646,90b9681681d79ef7e1b2afbe7658f454af01bf2fecd4bcdbe4fb65bd9af1a498
661,hi,formal_written,wikipedia,w10485,,191,100-199,hi,hi,Both or code-switched,,false,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:12,bb73df57883d7db7f120e7d7174da10206a43dc9188b3342f8a52a84f5f4a20a
6199,hi,conversation,indicvoices,S4258978900300333,Uttar Pradesh,124,100-199,hi,hi,Hindi,,true,false,anp_Deva,false,indicvoices_rows.json,row:hindi:1432,568697dd743b9555d0236446e8bf01d979f3450c8e5c63c462964d1e7fa6dc47
6665,ne,formal_written_sentence,wikipedia_sentence,w143714,,190,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:610:sentence:0,789f0cfe3368976953b3ca3f677fcb47502572826a6eb412002b93b071655edf
4420,ne,conversation,indicvoices,S4259475200306334,West Bengal,104,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1453,f1f33394a95e81d42d40bddf05d050c9646f722f119fd9f0da401914ba4bfe07
7246,hi,formal_written_sentence,wikipedia_sentence,w819983,,80,40-99,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:384:sentence:7,2d9d8448a1b96ad24d93a399380e00643108547fe38002c4714ed868a1b63463
7099,ne,formal_written_sentence,wikipedia_sentence,w150889,,66,40-99,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:650:sentence:11,5e5f081247571ecb5b094dfd425caa62cafda127d9efe399175383b9b3e86fb7
5984,hi,read_speech_iv,indicvoices,S4258084600335199,Madhya Pradesh,145,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1217,50258f8383ef7396089d5ab9e5a25f6ef7ec714e54f977a9442953394e4bd9db
6369,hi,conversation,indicvoices,S4258589000334628,Uttar Pradesh,115,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1602,e4d150655d8ee4263099dd6ec1c7c55a55dc09049063a829d2d8f30aab60cac9
2402,hi,read_speech_fleurs,fleurs,f1588hi,,103,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:92,5395b86beb2a75228df0f12a0acd596eaf269ae55301ea99264b120d36faf28a
3507,ne,conversation,indicvoices,S4257970300386587,Assam,160,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:540,b7379d7e720e11ee929585b427516088a6311d891b2353e49bad7185e8725c4c
3871,ne,read_speech_iv,indicvoices,S4259060400311012,Assam,43,40-99,ne,ne,Nepali,Nepali,true,true,rjs_Deva,false,indicvoices_rows.json,row:nepali:904,a6648ceb2289652876317561a3a3182ce43647eb9bfc959c920301178e0baa2b
5963,hi,conversation,indicvoices,S4259161200398412,Uttar Pradesh,127,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1196,f653974f36a4cdcd537e993620957cbf997e929431c89faeb809bff42fbc79a4
5714,hi,extempore,indicvoices,S4257650800358013,Rajasthan,200,200-399,hi,hi,Hindi,,true,false,anp_Deva,false,indicvoices_rows.json,row:hindi:947,e50dfde10bdf5867b83fb96774ca8c06d3637e3a2c3647bead9ad2e3568bf067
761,hi,formal_written,wikipedia,w147460,,94,40-99,hi,hi,Both or code-switched,,false,false,awa_Deva,false,wikipedia_hi_extracts.json,doc:113,9314a508edddf4a05640bd6a826520e8005057c9eda1326a06f7130d9cf86611
5727,hi,conversation,indicvoices,S4258897500332353,Uttar Pradesh,252,200-399,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:960,a50bdf968f9cb07e1942093f9f5ea3d56079018f65e9487406fdc4f3cadb5e25
7265,hi,formal_written_sentence,wikipedia_sentence,w503167,,128,100-199,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:265:sentence:4,871454bd5f8ae0c9015014cc09fe0372c8169fd10f52bae20bbacb7e012d87e4
7406,hi,formal_written_sentence,wikipedia_sentence,w771,,120,100-199,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts_b.json,doc:0:sentence:1,725c8e30e095b087937f81cbec8370a6cbed839408172b64c2b46978c3e12e53
4652,ne,conversation,indicvoices,S4259099800397104,West Bengal,158,100-199,ne,hi,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1685,3b89b0186da62df99292ae547e0d87d22cbc66168a623261ed841553418f3a7c
6310,hi,read_speech_iv,indicvoices,S4259581100372021,Madhya Pradesh,136,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1543,85aed2df567c172bbe9bdaa421c2dcc015a9dcd7bd32127386e1165233d983c1
3885,ne,read_speech_iv,indicvoices,S4258100700382157,Assam,167,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:918,cbebf2a7e8987c4a4ca00a5cb4d4af7ad88fd355e0846fffe6920ada5bcbfcb2
3730,ne,read_speech_iv,indicvoices,S4258855900377376,Assam,112,100-199,ne,ne,Nepali,,true,false,anp_Deva,false,indicvoices_rows.json,row:nepali:763,2b4d620d718a980a5fce935f329c2ef524679e61562796e6ca26a03bea748d80
115,ne,formal_written,wikipedia,w26137,,408,400+,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:117,fccb8c15deaf0787405f6cf2c1ce46631e90819dfa05915b9c8ea144de0759fd
6419,hi,read_speech_iv,indicvoices,S4257091400367231,Uttar Pradesh,106,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1652,9ad302df87c54fb61221761476330046f72d3dacc8af1fe13c82388537e67f01
2396,hi,read_speech_fleurs,fleurs,f1578hi,,44,40-99,hi,hi,Hindi,Hindi,true,true,anp_Deva,false,fleurs_hi_transcripts.json,doc:86,8d93b00f784d5aebf608fd50bd1a7aa5109f695e378f360afe7006817adbf87b
820,hi,formal_written,wikipedia,w263969,,124,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:170,cbbf2ac6e490fa571fbf8f27fd3f4b7c09438297710850ab55371812accfaafb
3548,ne,extempore,indicvoices,S4259964800335648,Assam,117,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:581,f4008f2a6856856d0e4a8931a591a09bf65584951dea36f5247a8d3b9ea0d3bc
5465,hi,conversation,indicvoices,S4258745000383804,Bihar,131,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:698,285348e1246de33e39e18904f4ce6157b0f7024b8c2f860cefa69437992975bb
7204,hi,formal_written_sentence,wikipedia_sentence,w1171847,,57,40-99,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:458:sentence:3,5be65881b7ac6a688239e65160a646740a8dbad9db27ffc18efa4b7e8007578f
1280,hi,formal_written,wikipedia,w1616319,,480,400+,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:585,2024800cdda5071c6738aac7b0dc2858cde4e2766022a8833c6e7a7daf72fff5
816,hi,formal_written,wikipedia,w263603,,118,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,wikipedia_hi_extracts.json,doc:166,80e9452a534cafbeda62c0faf211b71a612dc97819c5c947647815f1d763ea14
4481,ne,conversation,indicvoices,S4257043200362898,West Bengal,239,200-399,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:1514,ea6867310ec6e0ec3c7f1f64097a144eb450b67f641c01a26a62bfcb4eb8ebac
104,ne,formal_written,wikipedia,w23721,,414,400+,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:106,8338d6368de6686d29a9a49cd49c08d48076987280df99a51f805546ec11bf76
4024,ne,read_speech_iv,indicvoices,S4259411800357068,West Bengal,165,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:1057,c5c5d057039fe09149066c5beb19248069e858788c1140eea2f0cb901e8ce00e
30,ne,formal_written,wikipedia,w8593,,1469,400+,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:30,4f4b6c2ab67d482edf866c604f75c9f901197f666eb75d4d5f087327d2812424
6655,ne,formal_written_sentence,wikipedia_sentence,w148895,,91,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:638:sentence:1,a0f51ac81e7bce7d0f9ea11a11f331973f9957732f69d08a6c3e7bc7387d6747
1882,ne,read_speech_fleurs,fleurs,f1661ne,,105,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:603,283e55c54265a107acba71d25af165c3969fa72386926fd7821c347fd1512557
2608,hi,read_speech_fleurs,fleurs,f1670hi,,293,200-399,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,fleurs_hi_transcripts.json,doc:298,5e01d26dd3c006a2a4fe1b3574ab34cd43061e682aa7d6795e30f5c6942a5f35
6455,hi,read_speech_iv,indicvoices,S4259971700366015,Uttar Pradesh,231,200-399,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1688,ee67ef87d9f782f6bda34749f4adc20349ae40d5111250627ecd6c04eafaaf35
5155,hi,conversation,indicvoices,S4258397100376712,Uttar Pradesh,100,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:388,f273b212684d771482b2032389170b9746b53732344dc3d86e8aae78939aa679
3931,ne,read_speech_iv,indicvoices,S4256054800302313,Assam,88,40-99,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:964,c94230d6edd223ebece445d048fa4a0bb65c73ffe4b71dddbbfbf3c0c4de8aa4
4574,ne,conversation,indicvoices,S4259396100374865,West Bengal,177,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1607,e6a58300d56b2962b32fe5770ef82a5877b6aa8ea82322cae1c180b7c90c83b7
6224,hi,conversation,indicvoices,S4259913300363052,Bihar,174,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1457,ba46edac976a35392a4ec9120ad53f2f0fa6dd8e5de73a1bbb7369e8caba3be7
205,ne,formal_written,wikipedia,w42940,,316,200-399,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:207,a76f77667ad4fb8bc5f650cfd751911fc6af39d6c7d0ef80216c3878becb9d19
3881,ne,extempore,indicvoices,S4257006100302166,Assam,134,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:914,81451bd935c58d1f8f480a65f9e9c6d7fbaa749ec31a6efbf3a4b27553d207b6
2515,hi,read_speech_fleurs,fleurs,f1510hi,,168,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,fleurs_hi_transcripts.json,doc:203,c607caf646af13e42705de07e3d068c3154477ada0e5e34bfeb452f1a340342f
5340,hi,read_speech_iv,indicvoices,S4258001600313548,Madhya Pradesh,53,40-99,hi,hi,Nepali,,false,false,hin_Deva,false,indicvoices_rows.json,row:hindi:573,d0212e927826595ac03da9c5dbe3eda7b51783699397e11baad1bb5682811d33
1141,hi,formal_written,wikipedia,w1199602,,919,400+,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:461,26da80a2b259f78e27e58e05ca07d86c01bb43da19279732593a492c26e5621e
3409,ne,extempore,indicvoices,S4259893900337745,Assam,104,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:442,db0717d2bf339af23be8e2b2340a397339a98c4d52ac2fecc82a89ee0f5b1989
1188,hi,formal_written,wikipedia,w1329369,,246,200-399,hi,hi,Nepali,,false,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:506,b41e577193be7c94ef30c7edc6d7882b0b99a1fd3e2ae43151408966264b3728
6031,hi,conversation,indicvoices,S4258203800376610,Uttar Pradesh,148,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1264,1456ab3544a2cc4ec4cd1380b6acd7058f77f6ae0ac78410c7caf42da8924acf
6307,hi,conversation,indicvoices,S4259078300387530,Uttar Pradesh,126,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1540,47970e795933d00ce4f387d69afd25004f2969a83b2d1fd012d54d7d081cb8af
5406,hi,conversation,indicvoices,S4258657000375620,Uttar Pradesh,104,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:639,da73677c3b64d74dac9e705ba9b0f3ce4b0ce136dc8efce8f0c658e3151df5e4
5720,hi,read_speech_iv,indicvoices,S4259286800310125,Uttar Pradesh,175,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:953,059cbf3fe76ea3c17b956d13926557eca9d87535d0bc49f52e65199188a785c2
195,ne,formal_written,wikipedia,w33398,,384,200-399,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:197,9773e4de6b07825665aec96d78ff716df6dad101d2b9217a49251f82d536f7c0
5735,hi,read_speech_iv,indicvoices,S4259355300395318,Uttar Pradesh,211,200-399,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:968,b331d624ae4ac49d2d8ec482bf786d2b86f7560c693d4275038c0daed1a91c48
5985,hi,read_speech_iv,indicvoices,S4259723200370143,Madhya Pradesh,131,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1218,a3eed6f98b3096f455959f5bb8d095252586da13acd113838c37518fa868956b
5683,hi,extempore,indicvoices,S4258798800383835,Bihar,251,200-399,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:916,a88d02b0d4f808bcde08afd5063f6dec9f5ba51b7a421761f07671f23bfdcaa8
6426,hi,read_speech_iv,indicvoices,S4259555200344778,Uttar Pradesh,256,200-399,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1659,87c923b1db837a4a472aa01db9ae83e24640b6de5dd96f25f6dd00a77b822f47
1865,ne,read_speech_fleurs,fleurs,f1782ne,,172,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:586,527bed2ab35088fe911b71b36381db60ca451565779fee6cf051b24cb4f57230
781,hi,formal_written,wikipedia,w160202,,72,40-99,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,wikipedia_hi_extracts.json,doc:132,49f7ce362c54fc76bbf11f43387cbf520f2d052bfe3063cd3594983289efae21
2055,ne,read_speech_fleurs,fleurs,f1752ne,,96,40-99,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,fleurs_ne_transcripts.json,doc:775,f1dc899381961299bea3535b8064ae4ac64d3bad9e28720b4028bc026b635c8a
3638,ne,extempore,indicvoices,S4259646600304503,West Bengal,193,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:671,83a0bb5f93be0990ffb2690ea5b81341194d86a26f20a4ed710c4a4c300dffbd
4598,ne,conversation,indicvoices,S4256978800325427,West Bengal,221,200-399,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1631,22cd71b0d5c08e4150b115e1ad2bbc582596ce5faab54173e8b4f6235a06b4cf
3981,ne,read_speech_iv,indicvoices,S4256054800302313,Assam,51,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1014,cde2e24e5ef3aefe3785c3910efdf2816b70801731d93332141e4a75150631e4
4520,ne,conversation,indicvoices,S4259440200361747,West Bengal,139,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1553,6e7f54e8eb10cbe7b1633d0c841b9a1871ef1b4d30b792668f61ffe17da5552f
6814,ne,formal_written_sentence,wikipedia_sentence,w150785,,56,40-99,ne,hi,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:649:sentence:1,7979d3bc0c3bb3d3074896f15cd3ddca9c9f7ed7ddfa192832213395918bdfd0
6978,ne,formal_written_sentence,wikipedia_sentence,w17258,,47,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:69:sentence:0,0e2028f56e283889446f2329f503f687e09ad56f42eaf387428cd48f55d9f681
7577,hi,formal_written_sentence,wikipedia_sentence,w1462887,,112,100-199,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:538:sentence:0,458d83a5da2d9cf147ffb0928b8cf758785078b21d0cbe7d224e5b4fef246b5f
4359,ne,conversation,indicvoices,S4259003500380226,West Bengal,165,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1392,01f766c44f74efec3bb84d85a9eb3f3a34a32459fb01bcd0df0e37bf0ba759b0
7361,hi,formal_written_sentence,wikipedia_sentence,w572707,,92,40-99,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:281:sentence:5,bfd8ba88f5e1c882c41da19e3288af72fad28869604ad445e58f979d70f3c22d
